period,hour,demand(MWh),air_temp,precipitable_water,humidity
2023-09-06,5,595.729,23.2,0,94
2023-09-06,6,613.722,24.1,0,91
2023-09-06,7,651.204,24.3,0,90
2023-09-06,8,710.255,27,0,74
2023-09-06,9,773.785,27.4,0,73
2023-09-06,10,816.224,28,0,68
2023-09-06,11,835.849,28.2,0,67
2023-09-06,12,840.661,28.2,0,68
2023-09-06,13,836.432,28.4,0,64
2023-09-06,14,859.846,28.6,0,64
2023-09-06,15,873.315,28.9,0,61
2023-09-06,16,890.51,28.5,0,62
2023-09-06,17,923.329,28.1,0,68
2023-09-06,18,957.28,27.7,0,70
2023-09-06,19,962.234,27.5,0,70
2023-09-06,20,961.933,27.3,0,74
2023-09-06,21,925.986,25.5,0,72
2023-09-06,22,870.216,25.3,0,73
2023-09-06,23,817.365,24.9,0,74
2023-09-07,0,761.155,24,0,79
2023-09-07,1,702.149,23.6,0,83
2023-09-07,2,663.569,24.6,0,82
2023-09-07,3,632.175,24.7,0,81
2023-09-07,4,611.166,23.8,0,82
2023-09-07,5,607.044,24.1,0,73
2023-09-07,6,617.26,23.9,0,76
2023-09-07,7,650.727,24.5,0,78
2023-09-07,8,708.418,26,0,72
2023-09-07,9,762.373,27,0,66
2023-09-07,10,803.242,27.2,0,63
2023-09-07,11,815.226,27.3,0,62
2023-09-07,12,812.883,27.2,0,62
2023-09-07,13,804.568,27.3,0,61
2023-09-07,14,818.788,27.2,0,60
2023-09-07,15,823.588,27,0,63
2023-09-07,16,832.221,26.8,0,62
2023-09-07,17,864.669,26.3,0,64
2023-09-07,18,899.522,26.1,0,63
2023-09-07,19,903.925,25.4,0,66
2023-09-07,20,907.825,23.5,0,75
2023-09-07,21,873.987,24.1,0,71
2023-09-07,22,827.066,23.7,0,71
2023-09-07,23,782.153,22.9,0,75
2023-09-08,0,736.348,22.8,0,79
2023-09-08,1,684.362,25.8,0,69
2023-09-08,2,644.507,24.3,0,74
2023-09-08,3,616.285,23.6,0,72
2023-09-08,4,595.609,23.5,0,73
2023-09-08,5,591.165,22.3,0,78
2023-09-08,6,601.753,21.9,0,80
2023-09-08,7,635.088,23,0,77
2023-09-08,8,684.328,25.4,0,66
2023-09-08,9,737.865,26.2,0,63
2023-09-08,10,770.289,26.9,0,60
2023-09-08,11,781.737,26.7,0,61
2023-09-08,12,779.748,26.9,0,60
2023-09-08,13,771.02,27.1,0,60
2023-09-08,14,790.638,27.1,0,61
2023-09-08,15,803.99,27,0,61
2023-09-08,16,822.944,27,0,60
2023-09-08,17,850.502,26.7,0,57
2023-09-08,18,876.27,26.2,0,61
2023-09-08,19,879.596,25.7,0,62
2023-09-08,20,880.133,23.4,0,70
2023-09-08,21,842.801,22.1,0,74
2023-09-08,22,795.606,21.6,0,76
2023-09-08,23,754.231,21.7,0,74
2023-09-09,0,718.54,21.2,0,80
2023-09-09,1,662.473,21.4,0,80
2023-09-09,2,622.298,20.7,0,82
2023-09-09,3,596.612,20.1,0,88
2023-09-09,4,578.43,20.3,0,87
2023-09-09,5,573.185,20.1,0,88
2023-09-09,6,586.628,20.5,0,86
2023-09-09,7,607.045,21.9,0,83
2023-09-09,8,628.551,25.8,0,68
2023-09-09,9,661.553,26.3,0,65
2023-09-09,10,698.639,26.9,0,63
2023-09-09,11,719.899,28,0,60
2023-09-09,12,727.044,27.8,0,60
2023-09-09,13,724.756,27.8,0,60
2023-09-09,14,737.38,27.9,0,59
2023-09-09,15,747.231,28,0,58
2023-09-09,16,759.126,27.7,0,58
2023-09-09,17,791.823,27.3,0,60
2023-09-09,18,831.716,26.5,0,62
2023-09-09,19,851.278,26.1,0,59
2023-09-09,20,854.085,22.8,0,74
2023-09-09,21,821.198,22.2,0,75
2023-09-09,22,776.023,21.6,0,72
2023-09-09,23,733.434,21.7,0,69
2023-09-10,0,695.312,20.8,0,70
2023-09-10,1,645.467,21.4,0,71
2023-09-10,2,607.854,22.1,0,73
2023-09-10,3,583.133,21.5,0,78
2023-09-10,4,566.378,21.3,0,79
2023-09-10,5,563.318,22.7,0,71
2023-09-10,6,576.85,23.2,0,72
2023-09-10,7,590.988,23.2,0,74
2023-09-10,8,608.678,24.9,0,69
2023-09-10,9,623.435,27.2,0,60
2023-09-10,10,662.748,26.6,0,67
2023-09-10,11,694.69,27.7,0,66
2023-09-10,12,712.025,26.9,0,69
2023-09-10,13,721.726,27.2,0,63
2023-09-10,14,720.78,27.3,0,65
2023-09-10,15,722.804,27.6,0,62
2023-09-10,16,741.392,27.1,0,65
2023-09-10,17,781.787,27,0,67
2023-09-10,18,815.083,26.7,0,69
2023-09-10,19,838.698,26.4,0,71
2023-09-10,20,849.793,23.8,0,81
2023-09-10,21,820.518,22.7,0,85
2023-09-10,22,771.297,21.6,0,81
2023-09-10,23,729.706,20.9,0,77
2023-09-11,0,687.356,20.8,0,73
2023-09-11,1,637.339,20,0,79
2023-09-11,2,600.191,21.2,0,75
2023-09-11,3,577.912,20.4,0,83
2023-09-11,4,564.598,20.4,0,86
2023-09-11,5,560.545,19.8,0,93
2023-09-11,6,575.691,20.1,0,94
2023-09-11,7,610.196,22.6,0,89
2023-09-11,8,660.933,25.5,0,73
2023-09-11,9,727.197,26.7,0,71
2023-09-11,10,780.767,27.4,0,68
2023-09-11,11,803.834,27.6,0,65
2023-09-11,12,807.299,28,0,63
2023-09-11,13,802.355,28.6,0,52
2023-09-11,14,839.093,28.5,0,57
2023-09-11,15,850.164,28.3,0,57
2023-09-11,16,867.88,28.1,0,62
2023-09-11,17,894.137,27.7,0,64
2023-09-11,18,912.988,27.2,0,67
2023-09-11,19,913.476,26.9,0,73
2023-09-11,20,916.75,25.1,0,79
2023-09-11,21,881.304,24.3,0,81
2023-09-11,22,823.407,24,0,82
2023-09-11,23,765.147,24,0,83
2023-09-12,0,727.344,23.6,0,87
2023-09-12,1,672.223,22.9,0,90
2023-09-12,2,630.093,22.9,0,87
2023-09-12,3,602.681,22.3,0,89
2023-09-12,4,585.19,22,0,88
2023-09-12,5,582.003,21.8,0,89
2023-09-12,6,594.577,21.4,0,91
2023-09-12,7,628.473,23.3,0,80
2023-09-12,8,685.918,25.8,0,73
2023-09-12,9,755.298,27.1,0,70
2023-09-12,10,811.646,27.6,0,71
2023-09-12,11,854.159,28.1,0,71
2023-09-12,12,873.872,28.5,0,68
2023-09-12,13,869.546,27.8,0,70
2023-09-12,14,882.17,28.7,0,67
2023-09-12,15,901.416,27.8,0,68
2023-09-12,16,902.905,27.7,0,68
2023-09-12,17,902.089,27.8,0,68
2023-09-12,18,914.211,27,0,69
2023-09-12,19,926.26,25.8,0,73
2023-09-12,20,931.423,25,0,78
2023-09-12,21,892.575,24.5,0,85
2023-09-12,22,837.686,24.7,0,86
2023-09-12,23,788.801,24.4,0,88
2023-09-13,0,743.169,24.5,0,85
2023-09-13,1,684.252,24.1,0,84
2023-09-13,2,641.291,23.9,0,87
2023-09-13,3,611.982,23.9,0,88
2023-09-13,4,593.608,24.1,0,89
2023-09-13,5,591.27,24,0,88
2023-09-13,6,606.012,24.4,0,88
2023-09-13,7,640.192,24.6,0,88
2023-09-13,8,699.052,26.7,0,82
2023-09-13,9,783.4,28.8,0,69
2023-09-13,10,825.553,29.1,0,67
2023-09-13,11,855.443,28.5,0,66
2023-09-13,12,863.17,29.7,0,64
2023-09-13,13,871.271,31,0,59
2023-09-13,14,880.462,29.4,0,68
2023-09-13,15,892.944,29.6,0,63
2023-09-13,16,930.782,29.8,0,64
2023-09-13,17,942.369,29,0,64
2023-09-13,18,947.777,28.3,0,66
2023-09-13,19,956.161,27.2,0,72
2023-09-13,20,957.588,26.7,0,79
2023-09-13,21,920.49,26.1,0,84
2023-09-13,22,863.369,25.1,0,87
2023-09-13,23,810.284,24.1,7.5,92
2023-09-14,0,761.806,23.7,2,94
2023-09-14,1,701.109,23.5,0,94
2023-09-14,2,654.917,23.8,0.5,94
2023-09-14,3,623.264,23.7,0,94
2023-09-14,4,602.374,23.8,0,93
2023-09-14,5,598.658,23.6,0,94
2023-09-14,6,614.201,23.4,0,93
2023-09-14,7,647.658,23.4,0,92
2023-09-14,8,718.259,24.1,0,87
2023-09-14,9,798.484,24.2,0,87
2023-09-14,10,863.755,24.5,0,85
2023-09-14,11,884.128,24.6,0,83
2023-09-14,12,876.655,25.2,0,80
2023-09-14,13,864.651,24.6,0,79
2023-09-14,14,861.302,24.4,0,83
2023-09-14,15,861.917,24.5,0,82
2023-09-14,16,839.242,24.9,0,81
2023-09-14,17,859.438,24.9,0,82
2023-09-14,18,870.462,24.5,0,82
2023-09-14,19,875.108,24.8,0,83
2023-09-14,20,878.792,24.5,0,86
2023-09-14,21,854.85,24.8,0.5,88
2023-09-14,22,813.849,25.4,0,88
2023-09-14,23,776.209,25.6,0,87
2023-09-15,0,735.696,25.4,0,85
2023-09-15,1,682.077,24.4,0,92
2023-09-15,2,642.143,24.4,0,92
2023-09-15,3,612.467,23.7,0,93
2023-09-15,4,594.883,23.3,0,93
2023-09-15,5,592.384,22.8,0,95
2023-09-15,6,608.041,24.1,0,88
2023-09-15,7,643.61,23.9,0,93
2023-09-15,8,705.411,26.1,0,85
2023-09-15,9,782.126,28.8,0,78
2023-09-15,10,837.616,27.7,0,78
2023-09-15,11,864.534,28.5,0,74
2023-09-15,12,865.485,29.1,0,72
2023-09-15,13,862.846,28.6,0,75
2023-09-15,14,884.691,29.3,0,72
2023-09-15,15,902.962,31.8,0,56
2023-09-15,16,911.088,31,0,56
2023-09-15,17,941.354,30.2,0,61
2023-09-15,18,970.142,29,0,64
2023-09-15,19,973.807,27.4,0,73
2023-09-15,20,970.921,26.8,0,79
2023-09-15,21,938.131,26.5,0,82
2023-09-15,22,884.061,26,0,83
2023-09-15,23,831.805,25.6,0,87
2023-09-16,0,786.607,24.8,0,89
2023-09-16,1,725.059,24.6,0,91
2023-09-16,2,678.914,24.7,0,92
2023-09-16,3,643.155,25.3,0,90
2023-09-16,4,622.823,25,5,91
2023-09-16,5,615.762,24.3,4,94
2023-09-16,6,627.122,24.6,0.5,93
2023-09-16,7,645.436,25.3,1,94
2023-09-16,8,683.109,26.1,0,94
2023-09-16,9,745.539,27.1,0,87
2023-09-16,10,795.328,26.6,1.5,88
2023-09-16,11,825.963,27,0.5,89
2023-09-16,12,836.637,29.7,0,74
2023-09-16,13,884.973,25.3,10,90
2023-09-16,14,868.468,24.3,6.5,94
2023-09-16,15,830.043,24.8,0.5,90
2023-09-16,16,795.629,25.5,0,86
2023-09-16,17,825.164,27.4,0,78
2023-09-16,18,868.613,26.3,0,83
2023-09-16,19,889.731,26,0,83
2023-09-16,20,895.822,25.2,0,87
2023-09-16,21,868.013,26.3,0,78
2023-09-16,22,825.607,26.1,0,77
2023-09-16,23,781.669,25.7,0,80
2023-09-17,0,743.536,24.4,0.5,90
2023-09-17,1,691.396,24.2,1.5,94
2023-09-17,2,649.997,24.5,0,94
2023-09-17,3,618.309,24.3,0,91
2023-09-17,4,599.467,24.5,0,90
2023-09-17,5,593.086,24.5,0,90
2023-09-17,6,602.668,24.4,0,91
2023-09-17,7,618.088,24.1,0.5,87
2023-09-17,8,644.261,23,10,95
2023-09-17,9,700.624,23.2,1.5,95
2023-09-17,10,733.021,25.1,0,85
2023-09-17,11,752.17,27.3,0,77
2023-09-17,12,757.976,26.4,0,78
2023-09-17,13,770.061,26.7,0,75
2023-09-17,14,769.115,27.2,0,75
2023-09-17,15,781.617,27.2,0,76
2023-09-17,16,801.301,26.6,0,80
2023-09-17,17,813.987,27.2,0,71
2023-09-17,18,837.946,26.6,0,73
2023-09-17,19,863.353,25.3,0,86
2023-09-17,20,865.923,24.6,0,82
2023-09-17,21,836.352,24.1,0,85
2023-09-17,22,790.115,24.4,0,89
2023-09-17,23,752.012,24.7,0,89
2023-09-18,0,711.902,24.1,0,90
2023-09-18,1,656.971,24.2,0,89
2023-09-18,2,618.034,24.7,0,87
2023-09-18,3,590.505,23.5,0,90
2023-09-18,4,576.009,23.5,0,90
2023-09-18,5,573.317,23,0,93
2023-09-18,6,591,23.4,0,92
2023-09-18,7,624.467,24.3,0,91
2023-09-18,8,681.228,26.1,0,82
2023-09-18,9,764.172,26,0,83
2023-09-18,10,819.489,27,0,79
2023-09-18,11,833.669,27.7,0,74
2023-09-18,12,837.321,27.4,0,73
2023-09-18,13,826.459,28.4,0,69
2023-09-18,14,846.966,27.8,0,71
2023-09-18,15,860.452,28.9,0,69
2023-09-18,16,876.81,28,0,69
2023-09-18,17,895.108,27.9,0,69
2023-09-18,18,914.96,26.6,0,75
2023-09-18,19,918.043,25.1,0,84
2023-09-18,20,913.636,24.1,0,90
2023-09-18,21,877.211,23.6,0,90
2023-09-18,22,822.139,23.3,0,91
2023-09-18,23,775.325,23,0,91
2023-09-19,0,725.21,22.5,0,91
2023-09-19,1,665.352,22.4,0,87
2023-09-19,2,626.804,22,0,87
2023-09-19,3,598.139,22.2,0,87
2023-09-19,4,580.062,22,0,92
2023-09-19,5,576.756,22.1,0,92
2023-09-19,6,591.648,22.1,0,91
2023-09-19,7,626.129,23.1,0,89
2023-09-19,8,676.981,25.5,0,80
2023-09-19,9,733.992,27.4,0,73
2023-09-19,10,781.099,27.4,0,68
2023-09-19,11,817.271,27.3,0,68
2023-09-19,12,806.408,29.9,0,65
2023-09-19,13,810.542,27.6,0,73
2023-09-19,14,853.531,27.1,0,75
2023-09-19,15,870.045,27.1,0,75
2023-09-19,16,849.078,27.7,0,72
2023-09-19,17,870.291,26.7,0,73
2023-09-19,18,897.378,26.3,0,75
2023-09-19,19,907.841,25.1,0,83
2023-09-19,20,906.014,24,0,88
2023-09-19,21,869.132,23.7,0,89
2023-09-19,22,812.565,23.3,0,91
2023-09-19,23,765.73,22.6,0,89
2023-09-20,0,720.987,22.5,0,87
2023-09-20,1,665.964,22.8,0,87
2023-09-20,2,628.543,22.7,0,88
2023-09-20,3,600.674,22.4,0,91
2023-09-20,4,586.519,22.7,0,91
2023-09-20,5,582.054,22.7,0,90
2023-09-20,6,595.328,22.8,0,86
2023-09-20,7,631.551,23.8,0,80
2023-09-20,8,696.445,27,0,79
2023-09-20,9,780.627,27.8,0,76
2023-09-20,10,836.811,28.8,0,72
2023-09-20,11,857.316,29,0,71
2023-09-20,12,873.154,29.7,0,70
2023-09-20,13,871.481,29.8,0,68
2023-09-20,14,908.206,29.7,0,69
2023-09-20,15,917.965,29.1,0,73
2023-09-20,16,923.478,28.5,0,74
2023-09-20,17,924.145,28.5,0,75
2023-09-20,18,937.328,28.1,0,80
2023-09-20,19,950.846,27.4,0,85
2023-09-20,20,955.813,27.2,0,87
2023-09-20,21,925.331,26.4,0.5,88
2023-09-20,22,867.029,25.5,0,86
2023-09-20,23,797.917,25.5,0,85
2023-09-21,0,744.413,25.4,0,84
2023-09-21,1,683.202,24,0,88
2023-09-21,2,638.399,23.8,0,82
2023-09-21,3,607.997,23.4,0,86
2023-09-21,4,588.194,22.8,0.5,87
2023-09-21,5,583.331,23.6,0,80
2023-09-21,6,597.658,23.5,0,81
2023-09-21,7,626.413,23.6,0,76
2023-09-21,8,676.932,23.4,0,77
2023-09-21,9,720.322,23.8,0,76
2023-09-21,10,738.668,24,0,72
2023-09-21,11,743.973,24.4,0,68
2023-09-21,12,731.484,25,0,68
2023-09-21,13,747.789,24.2,0,69
2023-09-21,14,782.262,24.8,0,69
2023-09-21,15,773.951,23.9,0,69
2023-09-21,16,788.007,23.9,0,72
2023-09-21,17,801.359,23.5,0,75
2023-09-21,18,823.618,23.2,0,77
2023-09-21,19,828.146,23.1,0,76
2023-09-21,20,826.6,23.1,0,76
2023-09-21,21,803.49,22.9,0,77
2023-09-21,22,758.036,22.9,0,77
2023-09-21,23,725.783,23,0,77
2023-09-22,0,688.198,22.7,0,78
2023-09-22,1,636.678,22.6,0,78
2023-09-22,2,602.068,22.9,0,78
2023-09-22,3,576.422,22.6,0,76
2023-09-22,4,557.327,22.6,0,78
2023-09-22,5,554.267,22.3,0,79
2023-09-22,6,570.327,22.3,0,78
2023-09-22,7,603.948,22.4,0,76
2023-09-22,8,663.18,22.4,0,79
2023-09-22,9,731.399,22.4,0,78
2023-09-22,10,767.951,22.7,0,75
2023-09-22,11,765.559,23.2,0,72
2023-09-22,12,754.428,23.5,0,69
2023-09-22,13,740.79,24.2,0,66
2023-09-22,14,789.468,25,0,66
2023-09-22,15,786.832,24.6,0,66
2023-09-22,16,780.986,24.6,0,69
2023-09-22,17,783.254,24.1,0,71
2023-09-22,18,798.931,23.7,0,80
2023-09-22,19,813.562,23.4,0,82
2023-09-22,20,813.235,22.7,0,86
2023-09-22,21,791.245,22.4,0,90
2023-09-22,22,754.798,22.9,0,87
2023-09-22,23,724.462,23,0,83
2023-09-23,0,685.824,23.4,0,83
2023-09-23,1,634.364,23.1,0,84
2023-09-23,2,596.441,22.6,0,84
2023-09-23,3,571.671,22.9,0,85
2023-09-23,4,555.876,23.4,0,81
2023-09-23,5,550.147,23.3,0,79
2023-09-23,6,561.823,23.1,0,80
2023-09-23,7,582.592,21.8,0,88
2023-09-23,8,601.291,23.8,0,77
2023-09-23,9,615.865,24.5,0,75
2023-09-23,10,648.645,24.7,0,74
2023-09-23,11,652.008,24.5,0,74
2023-09-23,12,659.929,24.8,0,72
2023-09-23,13,692.071,24,0,75
2023-09-23,14,690.973,24,0,71
2023-09-23,15,682.009,23.6,0,66
2023-09-23,16,699.322,24.3,0,66
2023-09-23,17,718.052,24.1,0,65
2023-09-23,18,737.215,24,0,64
2023-09-23,19,760.094,23.4,0,64
2023-09-23,20,764.448,23.4,0,62
2023-09-23,21,740.896,23.2,0,61
2023-09-23,22,708.169,23.2,0,69
2023-09-23,23,681.981,23,0,70
2023-09-24,0,655.875,23,0,69
2023-09-24,1,610.223,22.5,0,71
2023-09-24,2,577.072,22.2,0,74
2023-09-24,3,552.919,22.7,0,74
2023-09-24,4,540.027,22.4,0,77
2023-09-24,5,536.44,22.8,0,78
2023-09-24,6,547.926,22.9,0,79
2023-09-24,7,569.822,23.1,0,79
2023-09-24,8,588.448,23.1,0,79
2023-09-24,9,613.387,24.1,0,74
2023-09-24,10,614.391,24.7,0,70
2023-09-24,11,618.336,24.5,0,72
2023-09-24,12,628.1,24.6,0,70
2023-09-24,13,621.426,24.4,0,73
2023-09-24,14,628.975,24.4,0,72
2023-09-24,15,664.853,24.8,0,66
2023-09-24,16,673.346,24,0,70
2023-09-24,17,706.234,24.3,0,67
2023-09-24,18,731.504,24.2,0,70
2023-09-24,19,760.387,23.8,0,73
2023-09-24,20,769.142,23.6,0,74
2023-09-24,21,744.326,23.4,0,74
2023-09-24,22,712.713,23.2,0,75
2023-09-24,23,682.884,23.1,0,77
2023-09-25,0,645.929,23.1,0,79
2023-09-25,1,602.777,22.7,0,81
2023-09-25,2,571.545,22.2,0,85
2023-09-25,3,549.913,22.8,0,84
2023-09-25,4,534.572,23,0,84
2023-09-25,5,536.699,22.6,0,83
2023-09-25,6,554.831,22.7,0,82
2023-09-25,7,584.915,22.9,0,82
2023-09-25,8,643.301,24.2,0,77
2023-09-25,9,690.833,24.6,0,76
2023-09-25,10,736.533,24.7,0,76
2023-09-25,11,749.038,25.1,0,77
2023-09-25,12,751.189,25.3,0,77
2023-09-25,13,753.898,25.6,0,76
2023-09-25,14,798.988,25.4,0,79
2023-09-25,15,828.552,25.4,0,81
2023-09-25,16,815.374,25.4,0,83
2023-09-25,17,824.156,25.4,0,84
2023-09-25,18,846.304,25.5,0,83
2023-09-25,19,854.047,25.3,0,84
2023-09-25,20,851.109,25.2,0,82
2023-09-25,21,818.202,24.6,0,80
2023-09-25,22,771.383,23.3,0,90
2023-09-25,23,727.067,23.2,0,89
2023-09-26,0,686.99,23.2,0,89
2023-09-26,1,636.996,22.9,0,87
2023-09-26,2,600.385,22.3,0,87
2023-09-26,3,573.228,21.6,0,90
2023-09-26,4,556.38,22,0,87
2023-09-26,5,553.313,22.3,0,85
2023-09-26,6,568.481,22.5,0,86
2023-09-26,7,601.646,23.4,0,84
2023-09-26,8,648.055,26.4,0,76
2023-09-26,9,707.049,26.9,0,73
2023-09-26,10,771.106,25,0,84
2023-09-26,11,781.474,26.4,0,76
2023-09-26,12,765.052,28,0,67
2023-09-26,13,764.805,26.1,0,75
2023-09-26,14,792.583,26.5,0,72
2023-09-26,15,813.832,26.3,0,73
2023-09-26,16,822.743,26,0,72
2023-09-26,17,829.945,25.9,0,74
2023-09-26,18,847.513,25.1,0,79
2023-09-26,19,851.586,24.8,0,79
2023-09-26,20,850.373,24.7,0,79
2023-09-26,21,821.192,24.5,0,79
2023-09-26,22,777.623,24.5,0,80
2023-09-26,23,738.682,23.2,0,85
2023-09-27,0,697.871,23.2,0,87
2023-09-27,1,645.69,23.5,0,87
2023-09-27,2,605.478,24.2,0,80
2023-09-27,3,579.798,23.6,0,81
2023-09-27,4,564.775,23.6,0,83
2023-09-27,5,562.49,23.6,0,81
2023-09-27,6,575.409,23.3,0,80
2023-09-27,7,604.494,22.7,0,84
2023-09-27,8,651.267,24.4,0,75
2023-09-27,9,700.77,25.3,0,72
2023-09-27,10,728.072,25.6,0,69
2023-09-27,11,734.548,25.7,0,70
2023-09-27,12,729.433,25.6,0,72
2023-09-27,13,735.665,25.6,0,71
2023-09-27,14,754.365,26.1,0,68
2023-09-27,15,769.92,26.1,0,69
2023-09-27,16,784.095,25.4,0,71
2023-09-27,17,799.633,25.2,0,72
2023-09-27,18,816.383,24.6,0,75
2023-09-27,19,826.688,24.3,0,78
2023-09-27,20,825.547,24.3,0,79
2023-09-27,21,803.827,24.2,0,79
2023-09-27,22,768.221,24.2,0,78
2023-09-27,23,734.218,24,0,76
2023-09-28,0,697.522,23.8,0,79
2023-09-28,1,644.691,23.2,0,84
2023-09-28,2,606.161,23.1,0,84
2023-09-28,3,580.338,23,0,85
2023-09-28,4,562.054,23,0,85
2023-09-28,5,557.639,23.1,0,86
2023-09-28,6,567.89,24.1,0,76
2023-09-28,7,591.029,24.3,0,79
2023-09-28,8,616.767,24.8,0,77
2023-09-28,9,645.578,24.7,0,79
2023-09-28,10,659.29,25,0,78
2023-09-28,11,711.09,25.4,0,76
2023-09-28,12,694.168,26.6,0,73
2023-09-28,13,654.645,27.1,0,69
2023-09-28,14,669.991,25.7,0,65
2023-09-28,15,671.891,26,0,65
2023-09-28,16,693.899,27.3,0,60
2023-09-28,17,724.407,26,0,57
2023-09-28,18,758.778,24.5,0,65
2023-09-28,19,775.534,23.6,0,79
2023-09-28,20,775.697,23.5,0,79
2023-09-28,21,756.639,23.6,0,77
2023-09-28,22,725.649,23.4,0,79
2023-09-28,23,694.935,23.2,0,77
2023-09-29,0,660.19,22.8,0,79
2023-09-29,1,609.173,22.9,0,80
2023-09-29,2,572.374,22.6,0,79
2023-09-29,3,549.978,22.5,0,81
2023-09-29,4,533.301,22.4,0,79
2023-09-29,5,526.137,21.1,0,84
2023-09-29,6,534.549,20.7,0,85
2023-09-29,7,562.8,20.5,0,86
2023-09-29,8,575.006,22,0,81
2023-09-29,9,563.197,23.3,0,75
2023-09-29,10,546.121,24.2,0,71
2023-09-29,11,537.653,24.6,0,69
2023-09-29,12,531.92,25.7,0,66
2023-09-29,13,538.566,25.2,0,65
2023-09-29,14,556.226,26.2,0,65
2023-09-29,15,578.018,26.5,0,54
2023-09-29,16,612.026,25.6,0,55
2023-09-29,17,646.906,25.9,0,55
2023-09-29,18,688.405,23.9,0,64
2023-09-29,19,718.464,22.6,0,71
2023-09-29,20,721.629,20.8,0,83
2023-09-29,21,711.725,20.2,0,85
2023-09-29,22,688.348,20,0,85
2023-09-29,23,663.209,19.9,0,85
2023-09-30,0,630.957,20,0,85
2023-09-30,1,586.306,19.9,0,84
2023-09-30,2,555.369,19.5,0,84
2023-09-30,3,535.747,20.2,0,82
2023-09-30,4,520.054,21,0,83
2023-09-30,5,517.086,22.7,0,61
2023-09-30,6,529.672,22.4,0,63
2023-09-30,7,546.457,20.9,0,67
2023-09-30,8,571.579,19.6,0,81
2023-09-30,9,610.638,18.3,3.5,83
2023-09-30,10,632.482,17.7,0,85
2023-09-30,11,645.953,17.5,2,92
2023-09-30,12,624.88,18.9,0.5,85
2023-09-30,13,622.436,19.2,0,82
2023-09-30,14,630.656,19.9,0,82
2023-09-30,15,627.833,20.6,0,79
2023-09-30,16,602.03,22.1,0,72
2023-09-30,17,625.003,21.9,0,70
2023-09-30,18,657.524,21.2,0,74
2023-09-30,19,696.013,21.1,0,75
2023-09-30,20,703.69,21.4,0,76
2023-09-30,21,692.645,21.3,0,73
2023-09-30,22,670.205,21.2,0,75
2023-09-30,23,646.415,21.1,0,79
2023-10-01,0,620.962,21,0,80
2023-10-01,1,574.953,21.4,0,77
2023-10-01,2,544.851,21.5,0,78
2023-10-01,3,522.165,19.5,0,84
2023-10-01,4,507.333,19.7,0,84
2023-10-01,5,506.068,19.8,0,83
2023-10-01,6,517.325,19.4,0,86
2023-10-01,7,535.139,21.8,0,79
2023-10-01,8,551.601,21.7,0,68
2023-10-01,9,557.697,22.2,0,65
2023-10-01,10,554.649,23.1,0,61
2023-10-01,11,549.525,23.3,0,56
2023-10-01,12,531.528,23.4,0,55
2023-10-01,13,529.898,23.5,0,53
2023-10-01,14,534.384,23.6,0,56
2023-10-01,15,541.071,23.9,0,49
2023-10-01,16,566.221,23.9,0,48
2023-10-01,17,611.744,23.2,0,40
2023-10-01,18,662.912,21.8,0,49
2023-10-01,19,700.958,21.7,0,58
2023-10-01,20,705.891,21.5,0,55
2023-10-01,21,690.792,21.2,0,60
2023-10-01,22,669.883,21.3,0,58
2023-10-01,23,641.142,21.1,0,58
2023-10-02,0,612.238,21,0,58
2023-10-02,1,567.41,20,0,58
2023-10-02,2,533.893,17.3,0,66
2023-10-02,3,512.487,17.7,0,63
2023-10-02,4,498.092,17.6,0,65
2023-10-02,5,496.297,17.5,0,68
2023-10-02,6,506.638,18.9,0,61
2023-10-02,7,527.853,18.6,0,59
2023-10-02,8,551.936,19.8,0,57
2023-10-02,9,545.418,22.2,0,47
2023-10-02,10,539.295,22.6,0,38
2023-10-02,11,529.188,22.9,0,36
2023-10-02,12,522.901,23.3,0,41
2023-10-02,13,521.575,23.4,0,40
2023-10-02,14,532.459,23.2,0,39
2023-10-02,15,553.807,22.8,0,42
2023-10-02,16,586.33,22.2,0,43
2023-10-02,17,634.689,21.9,0,41
2023-10-02,18,677.653,21,0,48
2023-10-02,19,711.657,19,0,54
2023-10-02,20,709.236,19,0,50
2023-10-02,21,690.304,17.5,0,60
2023-10-02,22,660.603,16.9,0,66
2023-10-02,23,636.914,17.2,0,55
2023-10-03,0,606.476,18.9,0,54
2023-10-03,1,566.867,19.3,0,59
2023-10-03,2,539.643,18,0,66
2023-10-03,3,520.316,18.7,0,61
2023-10-03,4,506.043,18.8,0,68
2023-10-03,5,504.358,19,0,77
2023-10-03,6,516.988,20.6,0,73
2023-10-03,7,538.165,21.2,0,73
2023-10-03,8,570.843,21.7,0,70
2023-10-03,9,600.368,22,0,73
2023-10-03,10,636.234,22.1,0,73
2023-10-03,11,653.801,22.4,0,76
2023-10-03,12,655.16,22.5,0,76
2023-10-03,13,653.981,22.1,0,81
2023-10-03,14,658.182,22.2,0,78
2023-10-03,15,669.052,22,0,80
2023-10-03,16,674.903,21.7,0,82
2023-10-03,17,686.422,21.5,0,80
2023-10-03,18,702.649,21.3,0,79
2023-10-03,19,725.309,21.3,0,78
2023-10-03,20,715.769,21.4,0,78
2023-10-03,21,697.171,21.1,0,84
2023-10-03,22,665.928,21.1,0,84
2023-10-03,23,640.055,21,0,83
2023-10-04,0,613.074,20.8,0,81
2023-10-04,1,571.203,20.6,0,82
2023-10-04,2,541.535,20.6,0,81
2023-10-04,3,519.007,19.9,0,81
