period,hour,demand(MWh),air_temp,precipitable_water,humidity
2024-01-02,8,782.162,6.9,0,78
2024-01-02,9,819.855,9.3,0,70
2024-01-02,10,756.243,10.3,0,69
2024-01-02,11,724.196,11.6,0,60
2024-01-02,12,682.43,12.5,0,59
2024-01-02,13,666.224,12.2,0,58
2024-01-02,14,728.839,11.3,0,64
2024-01-02,15,756.904,11.3,0,65
2024-01-02,16,765.693,11.1,0,67
2024-01-02,17,794.696,10.6,0,69
2024-01-02,18,848.232,10.4,0,72
2024-01-02,19,880.235,10.4,0,70
2024-01-02,20,878.297,10.2,0,71
2024-01-02,21,856.431,10.2,0,71
2024-01-02,22,823.272,8.7,0,79
2024-01-02,23,810.915,8.6,0,80
2024-01-03,0,788.823,10.3,0,73
2024-01-03,1,735.734,10.3,0,70
2024-01-03,2,686.883,10.1,0,71
2024-01-03,3,656.948,9.8,0,66
2024-01-03,4,644.241,9.5,0,68
2024-01-03,5,644.193,8.8,0.5,82
2024-01-03,6,668.133,8.1,1,86
2024-01-03,7,704.81,8.2,0.5,82
2024-01-03,8,763.519,7.7,0,81
2024-01-03,9,855.678,7.7,0.5,78
2024-01-03,10,876.931,8.1,0,67
2024-01-03,11,833.963,8.6,0,63
2024-01-03,12,794.032,8.9,0,64
2024-01-03,13,753.525,9,0,61
2024-01-03,14,746.576,9.2,0,59
2024-01-03,15,747.739,9.2,0,59
2024-01-03,16,772.786,9.4,0,53
2024-01-03,17,821.489,9.1,0,52
2024-01-03,18,901.645,9.2,0,53
2024-01-03,19,929.217,9.3,0,47
2024-01-03,20,919.133,9,0,45
2024-01-03,21,896.113,8.9,0,44
2024-01-03,22,862.842,8.1,0,43
2024-01-03,23,842.682,8,0,53
2024-01-04,0,819.717,7.8,0,53
2024-01-04,1,777.661,7.5,0,55
2024-01-04,2,749.501,7.2,0,54
2024-01-04,3,729.171,7.1,0,55
2024-01-04,4,718.076,7.3,0,56
2024-01-04,5,722.692,7.6,0,58
2024-01-04,6,740.762,7.1,0,60
2024-01-04,7,782.769,6.8,0,61
2024-01-04,8,844.681,5.2,0,65
2024-01-04,9,869.159,6.4,0,66
2024-01-04,10,788.717,8.6,0,51
2024-01-04,11,734.127,9.1,0,51
2024-01-04,12,695.333,9.7,0,50
2024-01-04,13,662.15,10.6,0,51
2024-01-04,14,676.392,10.5,0,54
2024-01-04,15,695.44,10,0,54
2024-01-04,16,715.451,10.8,0,51
2024-01-04,17,771.553,10.3,0,56
2024-01-04,18,864.549,7.6,0,67
2024-01-04,19,927.861,6.9,0,71
2024-01-04,20,932.703,6.6,0,71
2024-01-04,21,914.651,6.6,0,73
2024-01-04,22,886.247,6.7,0,73
2024-01-04,23,865.499,7.6,0,72
2024-01-05,0,843.092,7.6,0,72
2024-01-05,1,792.121,7.8,0,73
2024-01-05,2,750.497,7.6,0,74
2024-01-05,3,722.074,7.8,0,75
2024-01-05,4,700.226,8.3,0,75
2024-01-05,5,695.836,8.6,0,74
2024-01-05,6,712.571,9.2,0,72
2024-01-05,7,742.437,9.6,0,71
2024-01-05,8,787.108,9.4,0,71
2024-01-05,9,835.015,10.8,0,64
2024-01-05,10,818.167,11.6,0,63
2024-01-05,11,783.324,12.7,0,59
2024-01-05,12,756.262,13.1,0,59
2024-01-05,13,719.26,13.8,0,55
2024-01-05,14,708.919,14.2,0,50
2024-01-05,15,725.76,14.6,0,46
2024-01-05,16,743.652,14,0,60
2024-01-05,17,779.367,13.3,0,61
2024-01-05,18,832.069,11.8,0,66
2024-01-05,19,859.335,10.9,0,67
2024-01-05,20,864.538,10.3,0,70
2024-01-05,21,844.876,9.9,0,74
2024-01-05,22,832.894,10.3,0,74
2024-01-05,23,817.165,9.6,0,74
2024-01-06,0,805.885,10.3,0,73
2024-01-06,1,761.503,11.2,0,82
2024-01-06,2,727.221,11.4,0,76
2024-01-06,3,703.367,11.4,0,75
2024-01-06,4,685.506,10.9,0,75
2024-01-06,5,680.029,10.1,0,75
2024-01-06,6,695.665,9.6,0,73
2024-01-06,7,721.778,9.2,0,68
2024-01-06,8,751.883,9,0,71
2024-01-06,9,749.232,8.8,0,69
2024-01-06,10,688.375,8.9,0,66
2024-01-06,11,640.432,9.1,0,59
2024-01-06,12,607.176,9.2,0,54
2024-01-06,13,581.134,9.4,0,55
2024-01-06,14,582.03,9.6,0,52
2024-01-06,15,592.406,10.8,0,52
2024-01-06,16,628.49,9.5,0,49
2024-01-06,17,696.367,9,0,53
2024-01-06,18,806.422,8.2,0,55
2024-01-06,19,875.483,8.2,0,46
2024-01-06,20,873.738,8.2,0,49
2024-01-06,21,855.557,7.9,0,53
2024-01-06,22,848.368,7.6,0,57
2024-01-06,23,842.552,8.1,0,56
2024-01-07,0,831.462,7.9,0,54
2024-01-07,1,786.709,8.3,0,51
2024-01-07,2,739.872,8,0,53
2024-01-07,3,706.314,8.1,0,52
2024-01-07,4,694.985,7.9,0,51
2024-01-07,5,699.943,7.2,0,60
2024-01-07,6,711.027,7,0,62
2024-01-07,7,731.844,6.9,0,56
2024-01-07,8,758.172,6.6,0,51
2024-01-07,9,763.796,6.7,0,55
2024-01-07,10,717.236,6.5,0,50
2024-01-07,11,697.381,6.9,0,52
2024-01-07,12,685.468,7,0,43
2024-01-07,13,686.462,7,0,57
2024-01-07,14,702.265,6.4,0,58
2024-01-07,15,691.591,6.3,0,55
2024-01-07,16,712.402,6.2,0,53
2024-01-07,17,770.167,5.9,0,61
2024-01-07,18,870.553,5.8,0,59
2024-01-07,19,919.862,5.9,0,65
2024-01-07,20,913.623,6,0,61
2024-01-07,21,890.891,5.9,0,61
2024-01-07,22,861.901,5.3,0,67
2024-01-07,23,845.201,5.3,0,63
2024-01-08,0,829.928,5,0,58
2024-01-08,1,788.289,4.9,0,59
2024-01-08,2,760.232,4.4,0,57
2024-01-08,3,746.341,4.5,0,62
2024-01-08,4,741.746,4,0,63
2024-01-08,5,746.468,3.6,0,61
2024-01-08,6,764.962,3.6,0,58
2024-01-08,7,810.148,3.5,0,60
2024-01-08,8,869.518,3.5,0,60
2024-01-08,9,911.955,3.7,0,61
2024-01-08,10,832.305,4.5,0,60
2024-01-08,11,773.664,5.8,0,56
2024-01-08,12,741.472,5.8,0,57
2024-01-08,13,741.717,6,0,56
2024-01-08,14,786.668,5.8,0,62
2024-01-08,15,850.501,5.6,0,64
2024-01-08,16,911.943,5.8,0,67
2024-01-08,17,932.047,5.7,0,68
2024-01-08,18,967.43,5,0,71
2024-01-08,19,978.94,3.8,0,76
2024-01-08,20,973.482,3.5,0,80
2024-01-08,21,955.846,4.4,0,76
2024-01-08,22,930.608,4.3,0,74
2024-01-08,23,906.984,3.5,0,78
2024-01-09,0,895.326,2.8,0,81
2024-01-09,1,851.581,2.3,0,82
2024-01-09,2,814.193,3.3,0,79
2024-01-09,3,790.427,3.4,0,79
2024-01-09,4,771.718,3.6,0,79
2024-01-09,5,772.337,4.7,0,81
2024-01-09,6,772.028,6.3,0,76
2024-01-09,7,793.668,7,0,77
2024-01-09,8,853.225,7.3,0,76
2024-01-09,9,891.343,8.7,0,71
2024-01-09,10,870.654,10.8,0,65
2024-01-09,11,846.964,10.9,0,63
2024-01-09,12,864.704,10.9,0,65
2024-01-09,13,868.222,10.8,0,67
2024-01-09,14,895.325,10.7,0,72
2024-01-09,15,905.183,11.4,0,67
2024-01-09,16,903.496,11.4,0,67
2024-01-09,17,918.935,11.2,0,70
2024-01-09,18,934.105,10.4,0.5,82
2024-01-09,19,934.542,10.6,0,83
2024-01-09,20,917.961,10.9,1.5,88
2024-01-09,21,897.362,11.5,2.5,82
2024-01-09,22,858.488,11.4,0,80
2024-01-09,23,834.624,11,0,80
2024-01-10,0,819.423,10.8,0,79
2024-01-10,1,763.793,10.7,0,76
2024-01-10,2,725.171,10.4,0,78
2024-01-10,3,707.226,9.6,1,79
2024-01-10,4,690.909,8.6,0,83
2024-01-10,5,695.351,7.8,0,80
2024-01-10,6,717.822,7.3,0,75
2024-01-10,7,773.837,7.4,0,74
2024-01-10,8,834.901,7.3,0,70
2024-01-10,9,887.881,7.3,0,67
2024-01-10,10,852.25,7.1,0,65
2024-01-10,11,820.806,6.8,0,60
2024-01-10,12,785.399,7.1,0,62
2024-01-10,13,744.193,7.6,0,59
2024-01-10,14,743.981,8.2,0,61
2024-01-10,15,757.506,7.5,0,60
2024-01-10,16,784.177,7,0,62
2024-01-10,17,853.834,6.6,0,60
2024-01-10,18,958.846,6.4,0,64
2024-01-10,19,998.819,6.6,0,63
2024-01-10,20,992.604,6.2,0,62
2024-01-10,21,954.96,6.1,0,65
2024-01-10,22,939.255,6,0,63
2024-01-10,23,918.211,6,0,64
2024-01-11,0,899.718,6,0,65
2024-01-11,1,853.412,5.7,0,61
2024-01-11,2,815.056,5.9,0,68
2024-01-11,3,788.222,6.3,0,65
2024-01-11,4,766.334,6.2,0,64
2024-01-11,5,770.201,6.4,0,59
2024-01-11,6,788.409,6.5,0,64
2024-01-11,7,828.184,6.6,0,62
2024-01-11,8,880.423,6.4,0,59
2024-01-11,9,896.134,6.6,0,60
2024-01-11,10,809.857,7.2,0,58
2024-01-11,11,763.15,7.2,0,59
2024-01-11,12,747.021,7.6,0,60
2024-01-11,13,732.004,7.8,0,58
2024-01-11,14,725.13,9.5,0,56
2024-01-11,15,713.239,9.4,0,55
2024-01-11,16,729.485,9.4,0,52
2024-01-11,17,790.729,9.4,0,57
2024-01-11,18,892.022,8.7,0,59
2024-01-11,19,960.9,8.7,0,57
2024-01-11,20,975.026,8.7,0,59
2024-01-11,21,955.828,9,0,63
2024-01-11,22,930.026,7.7,0,65
2024-01-11,23,908.152,7.1,0,71
2024-01-12,0,886.979,9.2,0,63
2024-01-12,1,834.654,9.8,0,61
2024-01-12,2,793.728,10.3,0,60
2024-01-12,3,768.446,10.6,0,60
2024-01-12,4,749.816,10.9,0,56
2024-01-12,5,743.446,11,0,61
2024-01-12,6,758.535,11.4,0,63
2024-01-12,7,789.006,11.4,0,57
2024-01-12,8,836.793,11.4,0,67
2024-01-12,9,875.325,11.3,0,67
2024-01-12,10,816.517,11.3,0,66
2024-01-12,11,783.885,11.7,0,63
2024-01-12,12,763.678,11.8,0,67
2024-01-12,13,741.651,11.6,0,67
2024-01-12,14,743.829,11.9,0,65
2024-01-12,15,741.929,11.5,0,65
2024-01-12,16,750.671,11.4,0,66
2024-01-12,17,783.236,10.9,0,70
2024-01-12,18,867.049,10.2,0,72
2024-01-12,19,923.149,10.3,0,65
2024-01-12,20,927.992,10.5,0,60
2024-01-12,21,908.702,9.5,0,53
2024-01-12,22,881.098,9.4,0,52
2024-01-12,23,867.965,8.7,0,51
2024-01-13,0,858.69,8.7,0,44
2024-01-13,1,819.871,6,0,60
2024-01-13,2,785.503,4.9,0,63
2024-01-13,3,766.781,4.5,0,63
2024-01-13,4,753.88,4.3,0,64
2024-01-13,5,754.268,4.2,0,62
2024-01-13,6,768.324,4.1,0,59
2024-01-13,7,795.811,4.1,0,57
2024-01-13,8,829.37,4.1,0,60
2024-01-13,9,798.683,6.3,0,51
2024-01-13,10,689.491,8,0,46
2024-01-13,11,643.043,8.4,0,48
2024-01-13,12,618.559,8.6,0,51
2024-01-13,13,590.497,8.8,0,50
2024-01-13,14,593.54,9.1,0,51
2024-01-13,15,604.656,9,0,52
2024-01-13,16,632.692,9.2,0,56
2024-01-13,17,702.967,8.9,0,57
2024-01-13,18,819.927,6.4,0,64
2024-01-13,19,908.269,6.5,0,62
2024-01-13,20,924.749,6.3,0,61
2024-01-13,21,920.864,6.5,0,63
2024-01-13,22,906.202,6.4,0,62
2024-01-13,23,895.898,6.7,0,60
2024-01-14,0,882.211,6.4,0,61
2024-01-14,1,839.215,3.5,0,72
2024-01-14,2,799.584,2.9,0,75
2024-01-14,3,768.886,2.5,0,79
2024-01-14,4,750.341,3.9,0,75
2024-01-14,5,746.185,5,0,70
2024-01-14,6,757.304,5.6,0,80
2024-01-14,7,780.243,5.4,0,78
2024-01-14,8,798.566,5.2,0,75
2024-01-14,9,758.953,11.6,0,68
2024-01-14,10,645.75,13.6,0,61
2024-01-14,11,595.628,15.1,0,51
2024-01-14,12,568.154,15.6,0,51
2024-01-14,13,558.411,16.2,0,53
2024-01-14,14,567.511,15.6,0,55
2024-01-14,15,584.335,15.4,0,59
2024-01-14,16,615.216,15.1,0,64
2024-01-14,17,676.653,14.5,0,69
2024-01-14,18,765.101,14.5,0,71
2024-01-14,19,816.123,14.9,0,72
2024-01-14,20,820.295,12.6,0,85
2024-01-14,21,806.151,11,0,85
2024-01-14,22,783.53,10.1,0,85
2024-01-14,23,771.708,9.3,0,79
2024-01-15,0,766.448,8.9,0,81
2024-01-15,1,731.812,7.9,0,73
2024-01-15,2,711.297,7.2,0,73
2024-01-15,3,699.836,6.7,0,70
2024-01-15,4,696.795,6.4,0,69
2024-01-15,5,708.005,5.6,0,68
2024-01-15,6,733.399,5.6,0,71
2024-01-15,7,780.053,5.5,0,66
2024-01-15,8,846.43,5.3,0,64
2024-01-15,9,861.324,5.6,0,64
2024-01-15,10,781.481,5.7,0,61
2024-01-15,11,741.925,6.9,0,60
2024-01-15,12,705.639,7.6,0,57
2024-01-15,13,673.22,7.5,0,52
2024-01-15,14,684.342,8.4,0,53
2024-01-15,15,695.58,8.1,0,55
2024-01-15,16,707.628,7.6,0,58
2024-01-15,17,786.958,6.5,0,63
2024-01-15,18,902.794,5.8,0,59
2024-01-15,19,971.14,6,0,61
2024-01-15,20,981.276,6.1,0,60
2024-01-15,21,963.207,6.2,0,53
2024-01-15,22,937.638,6.2,0,50
2024-01-15,23,918.267,6,0,48
2024-01-16,0,901.106,5.8,0,49
2024-01-16,1,853.925,5.6,0,63
2024-01-16,2,816.606,5.6,0,58
2024-01-16,3,791.086,5.6,0,63
2024-01-16,4,776.797,5.4,0,55
2024-01-16,5,779.936,3.2,0,68
2024-01-16,6,796.736,2.4,0,70
2024-01-16,7,837.056,2.6,0,72
2024-01-16,8,893.909,2.9,0,73
2024-01-16,9,888.91,4.9,0,66
2024-01-16,10,780.85,7.5,0,59
2024-01-16,11,729.66,8.4,0,53
2024-01-16,12,686.137,8.7,0,51
2024-01-16,13,658.15,9.3,0,50
2024-01-16,14,665.001,9.4,0,53
2024-01-16,15,687.649,9.6,0,54
2024-01-16,16,703.935,10.3,0,57
2024-01-16,17,784.211,10.8,0,60
2024-01-16,18,864.406,9.8,0,65
2024-01-16,19,919.173,9.5,0,63
2024-01-16,20,921.036,8.2,0,66
2024-01-16,21,907.497,7.7,0,70
2024-01-16,22,880.954,7.9,0,68
2024-01-16,23,853.543,7.8,0,69
2024-01-17,0,824.493,7.4,0,71
2024-01-17,1,779.507,8,0,71
2024-01-17,2,735.02,6.9,0,75
2024-01-17,3,718.85,7.7,0,74
2024-01-17,4,695.011,7.8,0,71
2024-01-17,5,682.924,7.7,0,70
2024-01-17,6,700.052,8.6,0,65
2024-01-17,7,738.308,9.7,0,63
2024-01-17,8,780.239,9.6,0,65
2024-01-17,9,813.356,11.5,0,59
2024-01-17,10,794.919,13.4,0,60
2024-01-17,11,768.524,14.8,0,59
2024-01-17,12,716.659,16.1,0,54
2024-01-17,13,691.084,16.4,0,50
2024-01-17,14,669.263,18.1,0,50
2024-01-17,15,670.743,17.3,0,53
2024-01-17,16,706.065,17,0,58
2024-01-17,17,726.24,16.8,0,60
2024-01-17,18,774.119,15.6,0,69
2024-01-17,19,829.249,15.2,0,71
2024-01-17,20,840.685,15.6,0,71
2024-01-17,21,823.885,15.7,0,72
2024-01-17,22,793.57,15.7,0,73
2024-01-17,23,770.83,16.2,0,73
2024-01-18,0,747.565,16.3,0,74
2024-01-18,1,695.365,16.4,0,76
2024-01-18,2,658.28,16.5,0,76
2024-01-18,3,631.604,16.4,0,77
2024-01-18,4,617.545,16.1,0,80
2024-01-18,5,619.494,15.6,0,87
2024-01-18,6,633.329,15.2,0,87
2024-01-18,7,668.979,14.8,0,88
2024-01-18,8,717.842,13.5,0,91
2024-01-18,9,775.875,12.8,0,87
2024-01-18,10,783.731,12.8,0,86
2024-01-18,11,776.474,13,0,83
2024-01-18,12,756.604,14,0,77
2024-01-18,13,739.767,13,0,82
2024-01-18,14,773.902,12.9,0,81
2024-01-18,15,764.219,13.1,0,81
2024-01-18,16,771.36,12.5,0,81
2024-01-18,17,797.185,11.9,0,86
2024-01-18,18,834.608,11,0.5,88
2024-01-18,19,845.582,10.7,0,87
2024-01-18,20,837.701,10.5,0,87
2024-01-18,21,820.876,10.3,0,88
2024-01-18,22,796.154,10.5,1,90
2024-01-18,23,784.47,10.2,0.5,92
2024-01-19,0,768.129,10,1.5,94
2024-01-19,1,722.801,10.5,1,94
2024-01-19,2,680.317,10.4,1,94
2024-01-19,3,646.937,10.6,2,95
2024-01-19,4,632.702,11.2,0.5,96
2024-01-19,5,635.277,11.8,0.5,93
2024-01-19,6,657.212,11.6,0.5,92
2024-01-19,7,692.316,11.9,0,92
2024-01-19,8,739.706,11.4,0,91
2024-01-19,9,818.689,11.3,0,90
2024-01-19,10,858.63,11.7,0,86
2024-01-19,11,841.336,12.2,0,83
2024-01-19,12,841.976,11.8,0,83
2024-01-19,13,834.664,11.9,0,83
2024-01-19,14,844,11.9,0,82
2024-01-19,15,850.992,11.8,0,82
2024-01-19,16,863.837,11.3,0,86
2024-01-19,17,875.001,11.1,0,88
2024-01-19,18,882.958,11.3,0,88
2024-01-19,19,875.896,11.4,0,88
2024-01-19,20,861.788,11.5,0,89
2024-01-19,21,835.326,11.4,0,88
2024-01-19,22,806.748,11.6,0,88
2024-01-19,23,786.334,11.8,0,88
2024-01-20,0,767.178,11.8,0,88
2024-01-20,1,718.509,11.8,0,90
2024-01-20,2,678.611,11.8,0,89
2024-01-20,3,651.993,11.9,0,88
2024-01-20,4,640.259,11.7,1,87
2024-01-20,5,641.378,11.6,1,88
2024-01-20,6,656.832,11.7,0.5,89
2024-01-20,7,681.258,11.6,1,89
2024-01-20,8,708.201,11.7,0,87
2024-01-20,9,756.152,12.1,0.5,87
2024-01-20,10,796.826,12.2,0,89
2024-01-20,11,810.934,12.5,0,88
2024-01-20,12,814.323,12.2,1.5,91
2024-01-20,13,805.811,12.2,1.5,91
2024-01-20,14,813.61,12.3,0,91
2024-01-20,15,802.697,12.3,0,90
2024-01-20,16,809.147,12.6,0,89
2024-01-20,17,816.491,12.4,0.5,90
2024-01-20,18,829.698,11.9,1,91
2024-01-20,19,836.109,11.9,0,92
2024-01-20,20,825.301,11.7,0.5,93
2024-01-20,21,808.595,11.1,0.5,92
2024-01-20,22,788.085,10.5,0.5,92
2024-01-20,23,779.837,10.1,0,93
2024-01-21,0,771.176,9.7,0.5,94
2024-01-21,1,732.391,9,0.5,93
2024-01-21,2,697.347,8.9,0.5,93
2024-01-21,3,673.004,9.5,1.5,93
2024-01-21,4,661.244,9,0,92
2024-01-21,5,663.442,9.1,0.5,92
2024-01-21,6,677.196,8.6,0,94
2024-01-21,7,698.844,9.9,0,87
2024-01-21,8,719.609,9.6,0,87
2024-01-21,9,723.978,9.7,0,87
2024-01-21,10,721.245,9.4,0,88
2024-01-21,11,704.84,9.8,0,83
2024-01-21,12,701.848,9.6,0,84
2024-01-21,13,701.363,9.6,0,82
2024-01-21,14,716.719,9.3,0,80
2024-01-21,15,734.967,8.9,0,77
2024-01-21,16,751.487,8.6,0,79
2024-01-21,17,788.676,8.3,0,79
2024-01-21,18,831.018,8.1,0,78
2024-01-21,19,863.563,7.9,0,75
2024-01-21,20,858.463,7.8,0,77
2024-01-21,21,843.514,7.6,0,75
2024-01-21,22,828.261,7.2,0,79
2024-01-21,23,817.535,6.4,0.5,83
2024-01-22,0,804.671,6.6,0,73
2024-01-22,1,769.014,5.8,0,70
2024-01-22,2,736.499,5.4,0,70
2024-01-22,3,717.856,4.4,0,69
2024-01-22,4,713.977,4.2,0,71
2024-01-22,5,723.419,4,0,75
2024-01-22,6,748.334,3.3,0,69
2024-01-22,7,797.108,3.4,0,63
2024-01-22,8,868.603,2.8,0,66
2024-01-22,9,926.854,2.5,0,68
2024-01-22,10,905.081,2.3,0,65
2024-01-22,11,885.579,2.6,0,62
2024-01-22,12,883.839,2.4,0,66
2024-01-22,13,871.348,2.1,0,64
2024-01-22,14,893.167,2.2,0,65
2024-01-22,15,917.717,1.5,0,73
2024-01-22,16,936.431,1.4,0,77
2024-01-22,17,982.07,1.4,0,77
2024-01-22,18,1045.048,1.9,0,67
2024-01-22,19,1058.039,2.1,0,64
2024-01-22,20,1041.755,1,0,76
2024-01-22,21,1013.574,1.4,0,67
2024-01-22,22,973.074,1.7,0,59
2024-01-22,23,942.689,-0.3,0,90
2024-01-23,0,923.527,1.3,0.5,72
2024-01-23,1,875.546,-0.3,0,87
2024-01-23,2,833.589,0.3,0.5,84
2024-01-23,3,810.327,1.3,0.5,71
2024-01-23,4,795.537,1.6,0.5,68
2024-01-23,5,797.955,0.9,0,79
2024-01-23,6,814.729,-0.7,0,88
2024-01-23,7,854.331,0.9,0,72
2024-01-23,8,909.022,1,0.5,63
2024-01-23,9,982.719,1.1,0,70
2024-01-23,10,1001.845,1.5,0,56
2024-01-23,11,950.282,1.1,0,76
2024-01-23,12,912.999,0.8,0.5,75
2024-01-23,13,889.377,2.3,0,65
2024-01-23,14,888.169,2.3,0,60
2024-01-23,15,904.2,1.1,0,68
2024-01-23,16,918.61,0.4,0,74
2024-01-23,17,1002.977,1.8,0,56
2024-01-23,18,1044.416,1.2,0,66
2024-01-23,19,1056.769,1.2,0,63
2024-01-23,20,1043.951,1,0,75
2024-01-23,21,1006.514,-0.8,0,88
2024-01-23,22,969.267,1,0.5,79
2024-01-23,23,939.371,1.8,0,67
2024-01-24,0,920.44,1.9,0,76
2024-01-24,1,870.563,2.4,0,71
2024-01-24,2,835.9,2.7,0,59
2024-01-24,3,812.648,2.9,0,53
2024-01-24,4,800.247,3,0,55
2024-01-24,5,801.032,2.9,0,72
2024-01-24,6,814.554,3.1,0,73
2024-01-24,7,849.47,3.6,0.5,73
2024-01-24,8,897.847,3.7,0,62
2024-01-24,9,976.946,3.8,0,64
2024-01-24,10,1020.553,3.9,0,65
2024-01-24,11,1018.372,4.2,0,71
2024-01-24,12,987.976,4.5,0,73
2024-01-24,13,951.859,4.7,0,68
2024-01-24,14,931.524,4.4,0,65
2024-01-24,15,908.957,4.2,0,68
2024-01-24,16,898.416,3.8,0,67
2024-01-24,17,914.188,3.9,0,66
2024-01-24,18,1006.811,3.6,0,70
2024-01-24,19,1037.791,4,0,63
2024-01-24,20,1028.159,3.8,0,66
2024-01-24,21,1001.847,3.5,0,66
2024-01-24,22,964.666,3.4,0,68
2024-01-24,23,937.661,3.4,0,66
2024-01-25,0,909.788,3.7,0,67
2024-01-25,1,855.551,3.4,0,62
2024-01-25,2,813.446,3.5,0,66
2024-01-25,3,787.511,3.8,0,68
2024-01-25,4,773.88,3.6,0,66
2024-01-25,5,772.938,4.1,0,67
2024-01-25,6,789.372,4.1,0,66
2024-01-25,7,822.933,4.4,0,64
2024-01-25,8,878.778,4.4,0,63
2024-01-25,9,955.399,4.3,0,65
2024-01-25,10,964.067,4.5,0,65
2024-01-25,11,962.223,4.7,0,68
2024-01-25,12,939.65,4.8,0,68
2024-01-25,13,891.439,4.7,0,67
2024-01-25,14,892.157,4.9,0,65
2024-01-25,15,876.681,4.7,0,64
2024-01-25,16,870.656,4.8,0,67
2024-01-25,17,906.276,4.6,0,68
2024-01-25,18,985.786,4.5,0,68
2024-01-25,19,1034.531,4.5,0,66
2024-01-25,20,1030.219,4.7,0,67
2024-01-25,21,1010.134,4.9,0,69
2024-01-25,22,972.854,4.8,0,63
2024-01-25,23,946.074,4.9,0,66
2024-01-26,0,928.161,5.1,0,67
2024-01-26,1,874.327,5.2,0,65
2024-01-26,2,823.322,5.1,0,65
2024-01-26,3,787.689,5.3,0,63
2024-01-26,4,760.617,5.4,0,65
2024-01-26,5,756.493,5.8,0,67
2024-01-26,6,770.494,5.5,0,70
2024-01-26,7,809.462,5.6,0,69
2024-01-26,8,869.795,5.8,0,63
2024-01-26,9,927.952,5.6,0,58
2024-01-26,10,921.126,5.8,0,61
2024-01-26,11,896.537,6,0,60
2024-01-26,12,872.246,6.2,0,55
2024-01-26,13,829.038,6.4,0,55
2024-01-26,14,792.49,6.7,0,53
2024-01-26,15,788.231,7,0,59
2024-01-26,16,807.602,7.5,0,56
2024-01-26,17,844.618,7.1,0,56
2024-01-26,18,926.76,6.9,0,56
2024-01-26,19,988.52,7.1,0,60
2024-01-26,20,992.281,6.6,0,58
2024-01-26,21,974.855,6.9,0,60
2024-01-26,22,948.506,6.6,0,59
2024-01-26,23,927.939,6.7,0,58
2024-01-27,0,907.419,6.5,0,63
2024-01-27,1,854.986,6.4,0,62
2024-01-27,2,819.162,6.6,0,63
2024-01-27,3,799.256,6.2,0,58
2024-01-27,4,778.995,6.4,0,61
2024-01-27,5,776.427,6.4,0,60
2024-01-27,6,790.299,6.6,0,57
2024-01-27,7,819.865,6.6,0,57
2024-01-27,8,840.696,6.6,0,57
2024-01-27,9,838.484,6.8,0,53
2024-01-27,10,813.372,6.9,0,53
2024-01-27,11,748.564,7.7,0,51
2024-01-27,12,702.49,8.6,0,50
2024-01-27,13,659.751,8.8,0,52
2024-01-27,14,651.305,8.9,0,52
2024-01-27,15,668.092,9.6,0,53
2024-01-27,16,691.559,8.1,0,56
2024-01-27,17,741.862,7.8,0,60
2024-01-27,18,841.141,7.5,0,58
2024-01-27,19,922.016,7.5,0,58
2024-01-27,20,919.21,7.3,0,57
2024-01-27,21,893.232,7.3,0,56
2024-01-27,22,869.498,7.2,0,59
2024-01-27,23,861.75,7.2,0,61
2024-01-28,0,857.908,7.1,0,60
2024-01-28,1,807.025,7.2,0,60
2024-01-28,2,760.227,7,0,62
2024-01-28,3,729.751,7.2,0,57
2024-01-28,4,718.226,7.2,0,60
2024-01-28,5,725.94,7.1,0,62
2024-01-28,6,742.814,6.8,0,60
2024-01-28,7,769.326,6.5,0,57
2024-01-28,8,791.394,6.2,0,58
2024-01-28,9,771.069,6.2,0,57
2024-01-28,10,696.116,6.3,0,60
2024-01-28,11,682.813,6.9,0,56
2024-01-28,12,664.623,7.6,0,51
2024-01-28,13,646.055,7,0,52
2024-01-28,14,633.217,7.3,0,51
2024-01-28,15,634.683,6.9,0,52
2024-01-28,16,656.128,7.4,0,51
2024-01-28,17,711.424,6.6,0,51
2024-01-28,18,823.323,6.3,0,53
2024-01-28,19,926.182,5.9,0,56
2024-01-28,20,944.82,5.7,0,59
2024-01-28,21,938.155,5.6,0,55
2024-01-28,22,924.307,5.8,0,58
2024-01-28,23,913.1,5,0,60
2024-01-29,0,898.986,2.9,0,68
2024-01-29,1,856.922,1.4,0,78
2024-01-29,2,826.071,1,0,79
2024-01-29,3,800.966,1.7,0,77
2024-01-29,4,783.11,1.9,0,77
2024-01-29,5,780.727,5.3,0,63
2024-01-29,6,794.917,5.4,0,62
2024-01-29,7,836.533,3,0,70
2024-01-29,8,890.195,2.7,0,78
2024-01-29,9,900.915,5.3,0,68
2024-01-29,10,830.241,7.1,0,57
2024-01-29,11,800.952,8.1,0,58
2024-01-29,12,760.662,8.6,0,59
2024-01-29,13,705.629,8,0,58
2024-01-29,14,721.569,8.4,0,61
2024-01-29,15,733.941,7.6,0,63
2024-01-29,16,739.087,7.7,0,62
2024-01-29,17,774.793,7.7,0,63
2024-01-29,18,861.038,6.9,0,65
2024-01-29,19,951.955,5.1,0,73
2024-01-29,20,964.273,3.8,0,79
2024-01-29,21,949.131,2.9,0,83
2024-01-29,22,930.996,2.4,0,85
2024-01-29,23,911.336,2.1,0,86
2024-01-30,0,887.856,1.6,0,87
2024-01-30,1,839.078,1.5,0,86
